city,state,country,population,zip_code
Lawrenceburg,Tennessee,United States,11732,12525
Lakeville,Massachusetts,United States,11732,19176
Chaumont-Gistoux,Wallonia,Belgium,11731,93277
Zhetibay,Mangghystau,Kazakhstan,11731,80423
Winfield,Kansas,United States,11731,99642
Altstatten,Sankt Gallen,Switzerland,11730,90383
Zaouiet Says,Casablanca-Settat,Morocco,11730,86788
College,Alaska,United States,11730,80013
Geisenfeld,Bavaria,Germany,11729,27755
Hardiya,Bihar,India,11729,29608
Mestrino,Veneto,Italy,11728,69843
Sveti Nikole,Sveti Nikole,North Macedonia,11728,62513
Ontario,Oregon,United States,11728,91631
Emmaus,Pennsylvania,United States,11727,81640
Schwaigern,Baden-Wurttemberg,Germany,11726,30693
Mutia,Zamboanga del Norte,Philippines,11726,67908
Maizieres-les-Metz,Grand Est,France,11725,22726
Manevychi,Volynska Oblast,Ukraine,11725,16898
Marktheidenfeld,Bavaria,Germany,11724,93508
Cossimbazar,West Bengal,India,11724,54945
Ambatofisaka II,Toamasina,Madagascar,11724,55684
Dugny,Ile-de-France,France,11723,54874
Baghauni,Bihar,India,11722,88218
Golub-Dobrzyn,Kujawsko-Pomorskie,Poland,11722,79878
Kruje,Durres,Albania,11721,58008
Deutschlandsberg,Steiermark,Austria,11721,13362
Nellipoyil,Kerala,India,11721,90119
Appingedam,Groningen,Netherlands,11721,44404
Guatajiagua,Morazan,El Salvador,11721,21104
Burley,Idaho,United States,11721,36048
Carmiano,Puglia,Italy,11720,27628
Carmen,Surigao del Sur,Philippines,11720,87465
Douglas,Georgia,United States,11720,23268
Chundal,Kerala,India,11719,97226
Soalandy,Antananarivo,Madagascar,11719,74734
Aleksandrow Kujawski,Kujawsko-Pomorskie,Poland,11719,20704
Puente Nacional,Santander,Colombia,11718,80050
Tadley,Hampshire,United Kingdom,11718,34834
Lansing,New York,United States,11717,58308
Auta,Bihar,India,11716,94278
North Wantagh,New York,United States,11716,70737
Malone,New York,United States,11714,71122
Kamin-Kashyrskyi,Volynska Oblast,Ukraine,11713,48383
Piranhas,Goias,Brazil,11712,60420
Alegria,Usulutan,El Salvador,11712,24840
Medulla,Florida,United States,11712,34771
Nandimandalam,Andhra Pradesh,India,11711,38733
Saaminki,Etela-Savo,Finland,11710,29480
Wetherby,Leeds,United Kingdom,11710,95555
Marquette-les-Lille,Hauts-de-France,France,11709,26945
Ubai,Minas Gerais,Brazil,11708,21641
Sindalakkundu,Tamil Nadu,India,11707,25232
Macusani,Puno,Peru,11707,54326
Costa de Caparica,Setubal,Portugal,11707,86851
Malka,Irbid,Jordan,11706,53851
Scharbeutz,Schleswig-Holstein,Germany,11704,34615
Bithan,Bihar,India,11704,33255
Utiel,Valencia,Spain,11703,40709
Sowerby Bridge,Calderdale,United Kingdom,11703,66173
Semri,Bihar,India,11703,97891
Hanover,Pennsylvania,United States,11703,67028
Zwonitz,Saxony,Germany,11702,20068
Pueblo Nuevo,Suchitepequez,Guatemala,11702,52089
Rattihalli,Karnataka,India,11702,55832
Hanover,New Hampshire,United States,11702,16822
Gatumba,Bujumbura Rural,Burundi,11700,30893
Chakai,Bihar,India,11700,88033
Nakasongola,Nakasongola,Uganda,11700,24251
Azcoitia,Basque Country,Spain,11697,98106
Sengurichchi,Tamil Nadu,India,11697,53145
Bopfingen,Baden-Wurttemberg,Germany,11696,95480
Ujhana,Haryana,India,11696,81215
Chorleywood,Hertfordshire,United Kingdom,11695,61837
Olhanpur,Bihar,India,11695,49380
Risca,Caerphilly,United Kingdom,11693,31205
Orono,Maine,United States,11693,91808
Tibbar,Punjab,India,11692,66959
Kennebunk,Maine,United States,11692,76948
Vellar,Tamil Nadu,India,11691,77785
Zarach,Yazd,Iran,11691,77775
Ibira,Sao Paulo,Brazil,11690,63354
Ostbevern,North Rhine-Westphalia,Germany,11690,88150
Nova Gradiska,Brodsko-Posavska Zupanija,Croatia,11690,98813
Tiszakecske,Bacs-Kiskun,Hungary,11690,84371
Oued Laou,Tanger-Tetouan-Al Hoceima,Morocco,11690,39028
North Union,Pennsylvania,United States,11690,74082
Barkagaon,Jharkhand,India,11689,69892
Angel R. Cabada,Veracruz,Mexico,11689,24803
Obidos,Leiria,Portugal,11689,88331
Iver,Buckinghamshire,United Kingdom,11688,25653
Brejetuba,Espirito Santo,Brazil,11687,30674
Thiers,Auvergne-Rhone-Alpes,France,11686,96062
Rostam Kola,Mazandaran,Iran,11686,52345
Jaco,Puntarenas,Costa Rica,11685,49920
Lom Sak,Phetchabun,Thailand,11685,42614
Luis Alves,Santa Catarina,Brazil,11684,28968
Mallikkundam,Tamil Nadu,India,11684,93521
Malial,Andhra Pradesh,India,11684,64850
Berthoud,Colorado,United States,11684,72148
Elma,New York,United States,11683,70661
Hildburghausen,Thuringia,Germany,11682,27191
Izola,Izola,Slovenia,11682,69610
Hollabrunn,Niederosterreich,Austria,11681,55252
Topolovgrad,Haskovo,Bulgaria,11681,22093
Venkidanga,Kerala,India,11680,83701
Tirodi,Madhya Pradesh,India,11680,96091
Torri di Quartesolo,Veneto,Italy,11680,36025
Green River,Wyoming,United States,11679,88110
Sothgaon,Bihar,India,11678,44336
Cornedo Vicentino,Veneto,Italy,11678,35436
Bellmawr,New Jersey,United States,11678,52690
Kibi,Eastern,Ghana,11677,98357
Elland,Calderdale,United Kingdom,11676,80440
Vilandai,Tamil Nadu,India,11675,38094
Peligros,Andalusia,Spain,11674,73399
Bokakhat,Assam,India,11674,14509
Center,Pennsylvania,United States,11674,80062
Saint-Esteve,Occitanie,France,11673,48677
Bolsover,Derbyshire,United Kingdom,11673,64501
Teroual,Tanger-Tetouan-Al Hoceima,Morocco,11673,45935
Alahina,Koulikoro,Mali,11673,85646
Friendly,Maryland,United States,11673,77050
Oliva,Cordoba,Argentina,11672,27795
Aylesford,Kent,United Kingdom,11671,50492
Ponteland,Northumberland,United Kingdom,11671,14167
Talakad,Karnataka,India,11671,92942
Randaberg,Rogaland,Norway,11671,61910
Oboyan,Kurskaya Oblast,Russia,11671,19304
Sao Sebastiao do Uatuma,Amazonas,Brazil,11670,69289
Kautalam,Andhra Pradesh,India,11670,14808
Fgura,Fgura,Malta,11670,84369
Franklin,Ohio,United States,11670,41897
Lakeland Highlands,Florida,United States,11669,85965
Saint-Cyr-sur-Mer,Provence-Alpes-Cote dAzur,France,11668,14907
Nellipaka,Andhra Pradesh,India,11668,87214
Keolari,Madhya Pradesh,India,11668,78761
Karanchedu,Andhra Pradesh,India,11667,11014
Bayyanagudem,Andhra Pradesh,India,11666,82304
Befotaka,Toamasina,Madagascar,11666,77557
Elavalli,Kerala,India,11665,61828
Chittattukara,Kerala,India,11665,68884
Matmata,Fes-Meknes,Morocco,11665,84398
Granbury,Texas,United States,11665,78120
Narasapuram,Andhra Pradesh,India,11663,14942
Terenos,Mato Grosso do Sul,Brazil,11662,72681
Bryn,Wigan,United Kingdom,11662,17370
Ponte San Pietro,Lombardy,Italy,11660,54132
Davenport,Florida,United States,11660,23672
Lajosmizse,Bacs-Kiskun,Hungary,11659,62934
Marotta,Marche,Italy,11659,66209
Lower Burrell,Pennsylvania,United States,11659,83905
Schwieberdingen,Baden-Wurttemberg,Germany,11658,18467
Lardero,La Rioja,Spain,11658,36935
Bagaura,Bihar,India,11658,56721
Stokke,Vestfold og Telemark,Norway,11657,95401
Villa General Belgrano,Cordoba,Argentina,11656,72230
Berlaar,Flanders,Belgium,11656,21551
Bhainsahi,Bihar,India,11656,64924
Allur,Andhra Pradesh,India,11656,58652
Brookhaven,Mississippi,United States,11656,52384
Pepperell,Massachusetts,United States,11656,64488
Jardim do Serido,Rio Grande do Norte,Brazil,11655,58597
Zofingen,Aargau,Switzerland,11655,63274
San Pedro Ixcatlan,Oaxaca,Mexico,11653,17897
Mericourt,Hauts-de-France,France,11651,78005
Nandavaram,Andhra Pradesh,India,11651,57604
Panamaram,Kerala,India,11651,49819
Villecresnes,Ile-de-France,France,11650,97363
Sukurhutu,Jharkhand,India,11650,19782
Yirol,Lakes,South Sudan,11650,40398
Hidaka,Hokkaido,Japan,11648,63532
Lakri,Bihar,India,11647,35688
Jangy-Kyshtak,Osh,Kyrgyzstan,11647,35644
Prudhoe,Northumberland,United Kingdom,11646,91539
Samesi,Uttar Pradesh,India,11646,50433
Lessogou,Mopti,Mali,11646,30033
Mixtla de Altamirano,Veracruz,Mexico,11646,60966
Babayevo,Vologodskaya Oblast,Russia,11646,13907
Fatehabad,Bihar,India,11645,46499
Carver,Massachusetts,United States,11645,90819
Mendota Heights,Minnesota,United States,11644,83221
Hamilton Square,New Jersey,United States,11643,18273
Kattakampala,Kerala,India,11642,72419
Isapur,Bihar,India,11642,54666
Mitai,Miyazaki,Japan,11642,23478
Isaka,Fianarantsoa,Madagascar,11642,86904
Ansiao,Leiria,Portugal,11642,85553
South Yarmouth,Massachusetts,United States,11642,18273
Brock,Ontario,Canada,11642,59245
Cowdenbeath,Fife,United Kingdom,11640,56400
Isaszeg,Pest,Hungary,11640,49708
Zaoqiao,Miaoli,Taiwan,11639,42552
Kizhakkanela,Kerala,India,11638,61560
Guttenberg,New Jersey,United States,11638,36430
L'Ile-Perrot,Quebec,Canada,11638,38575
Durbuy,Wallonia,Belgium,11637,68433
Diosd,Pest,Hungary,11637,59775
Dhanaura,Bihar,India,11637,53436
Kunkalagunta,Andhra Pradesh,India,11637,62624
Kremenki,Kaluzhskaya Oblast,Russia,11637,42938
Zara,Sivas,Turkey,11636,36358
Candelaria,Atlantico,Colombia,11635,18769
Sonada,West Bengal,India,11635,83795
Lundazi,Eastern,Zambia,11635,83728
Alcoa,Tennessee,United States,11635,27285
Hemiksem,Flanders,Belgium,11634,32287
Karmauli,Bihar,India,11634,57361
Siur,Bihar,India,11634,55805
University of California-Santa Barbara,California,United States,11634,41347
Nzeto,Zaire,Angola,11633,18986
Guaicara,Sao Paulo,Brazil,11633,12066
Knin,Sibensko-Kninska Zupanija,Croatia,11633,52779
Elverum,Innlandet,Norway,11633,67714
Angicos,Rio Grande do Norte,Brazil,11632,94458
Diao'ecun,Hebei,China,11631,66112
La Esperanza,Intibuca,Honduras,11631,69032
Motegi,Tochigi,Japan,11631,29705
Derassi,Borgou,Benin,11630,34104
Berwick-Upon-Tweed,Northumberland,United Kingdom,11630,86456
Tlachichilco,Veracruz,Mexico,11630,52125
Bad Nenndorf,Lower Saxony,Germany,11629,68852
Dammapeta,Andhra Pradesh,India,11629,89959
Egersund,Rogaland,Norway,11629,47326
Ermenek,Karaman,Turkey,11629,55536
Seven Hills,Ohio,United States,11628,64070
Weiz,Steiermark,Austria,11627,35099
Velke Mezirici,Vysocina,Czechia,11627,43006
Miami Shores,Florida,United States,11627,34810
Pongode,Andhra Pradesh,India,11626,98250
Chebrolu,Andhra Pradesh,India,11626,17388
Plano,Illinois,United States,11626,69247
Kallakkudi,Tamil Nadu,India,11625,85962
Porecatu,Parana,Brazil,11624,83153
Fderik,Tiris Zemmour,Mauritania,11623,50850
Castalla,Valencia,Spain,11622,89458
Ichinomiya,Chiba,Japan,11622,35511
Tepetzintla,Puebla,Mexico,11622,68612
Nawa Nagar Nizamat,Bihar,India,11621,49224
Canton,New York,United States,11620,35394
Henley on Thames,Oxfordshire,United Kingdom,11619,63269
Lubaczow,Podkarpackie,Poland,11619,69459
Bucyrus,Ohio,United States,11619,77975
Alum Rock,California,United States,11619,20019
Annappes,Hauts-de-France,France,11618,32470
Bolbec,Normandie,France,11618,63976
Lenvik,Troms og Finnmark,Norway,11618,58003
Mahta,Punjab,India,11617,83927
Nallur,Karnataka,India,11617,39658
Tamanar,Marrakech-Safi,Morocco,11617,83905
Ban Mae Tuen,Lamphun,Thailand,11617,84658
Yorktown,Indiana,United States,11617,21928
Balaxani,Bak,Azerbaijan,11615,44804
Ielmo Marinho,Rio Grande do Norte,Brazil,11615,61243
Kotra,West Bengal,India,11615,48318
Summerland,British Columbia,Canada,11615,57812
Baghambarpur,Bihar,India,11614,55048
Tuktukan,Taguig,Philippines,11614,52875
Spring Lake,North Carolina,United States,11613,34591
Ibicuitinga,Ceara,Brazil,11611,23891
Xexeu,Pernambuco,Brazil,11611,17721
Manabo,Abra,Philippines,11611,94077
Pirauba,Minas Gerais,Brazil,11610,36152
Sinzheim,Baden-Wurttemberg,Germany,11610,59457
Ziyodin Shaharchasi,Samarqand,Uzbekistan,11610,82659
Veyrier,Geneve,Switzerland,11609,81348
Betmangala,Karnataka,India,11606,46112
Rokiskis,Rokiskis,Lithuania,11606,30840
Ambohimahasoa,Fianarantsoa,Madagascar,11606,11208
Sint Anthonis,Noord-Brabant,Netherlands,11606,28242
Payshamba Shahri,Samarqand,Uzbekistan,11606,94623
Georgetown,Georgia,United States,11606,11971
Qasr-e Qand,Sistan va Baluchestan,Iran,11605,39795
Town and Country,Missouri,United States,11605,10983
Rayavaram,Andhra Pradesh,India,11604,21502
Minden,Louisiana,United States,11604,38577
Ascot,Windsor and Maidenhead,United Kingdom,11603,20354
Sunninghill,Windsor and Maidenhead,United Kingdom,11603,77663
Bad Schwalbach,Hesse,Germany,11602,95559
Gararu,Sergipe,Brazil,11601,33860
Sewai,Jharkhand,India,11601,43328
Kolnad,Karnataka,India,11601,82188
Cruzeiro do Sul,Rio Grande do Sul,Brazil,11600,52769
Tafaraoui,Oran,Algeria,11600,30771
Gusinoozersk,Buryatiya,Russia,11600,62084
Cadale,Shabeellaha Dhexe,Somalia,11600,51250
Ringwood,New Jersey,United States,11600,57867
Fuente de Oro,Meta,Colombia,11599,88417
Devipattinam,Tamil Nadu,India,11599,60580
Shuinancun,Guangdong,China,11598,27331
Aduru,Kerala,India,11598,86255
Gansbaai,Western Cape,South Africa,11598,18572
Santa Comba Dao,Viseu,Portugal,11597,19896
Stelle,Lower Saxony,Germany,11596,43077
Renapur,Maharashtra,India,11596,95334
Jiquipilas,Chiapas,Mexico,11596,81325
New Baltimore,Virginia,United States,11595,85226
Raubling,Bavaria,Germany,11594,56221
Enghien-les-Bains,Ile-de-France,France,11594,51620
Guraahai,Jammu and Kashmir,India,11594,95367
Lindon,Utah,United States,11594,20264
Chatham,New Brunswick,Canada,11594,26049
Bassersdorf,Zurich,Switzerland,11593,87164
Halsur,Karnataka,India,11593,77678
Ankli,Karnataka,India,11593,90379
Phon,Khon Kaen,Thailand,11593,39236
Zero Branco,Veneto,Italy,11592,31123
Tilougguit,Beni Mellal-Khenifra,Morocco,11592,36007
Huandacareo,Michoacan,Mexico,11592,90361
La Massana,La Massana,Andorra,11591,20142
Uberherrn,Saarland,Germany,11591,38498
Santa Lucia,Corrientes,Argentina,11589,43226
Sablan,Benguet,Philippines,11588,50348
Ross-Betio,Saint-Louis,Senegal,11588,37524
Lakeland Village,California,United States,11587,59489
Lencois,Bahia,Brazil,11586,25298
Sakib,Jarash,Jordan,11586,22135
St. Clements,Manitoba,Canada,11586,82916
Elgoibar,Basque Country,Spain,11585,46788
Khimlasa,Madhya Pradesh,India,11585,34920
Morur,Tamil Nadu,India,11585,72015
Casteldaccia,Sicilia,Italy,11585,73010
Wendell,North Carolina,United States,11585,15643
Greensburg,Indiana,United States,11585,60094
Santa Lucia,Atlantico,Colombia,11584,26729
Bruay-sur-l'Escaut,Hauts-de-France,France,11584,63046
Vadakkumbagam,Kerala,India,11584,71039
Gainza,Camarines Sur,Philippines,11584,51284
Kurabalakota,Andhra Pradesh,India,11583,82146
Novoishimskiy,North Kazakhstan,Kazakhstan,11583,94058
Mangabe,Toamasina,Madagascar,11583,96309
Eningen unter Achalm,Baden-Wurttemberg,Germany,11582,21804
Yercaud,Tamil Nadu,India,11582,67867
Santa Genoveva de Docordo,Choco,Colombia,11579,17816
San Josecito,Heredia,Costa Rica,11579,37473
Sassenage,Auvergne-Rhone-Alpes,France,11579,21932
Wichelen,Flanders,Belgium,11578,59410
Zeuthen,Brandenburg,Germany,11578,93030
Douar Oulad Naoual,Rabat-Sale-Kenitra,Morocco,11578,33709
Saint-Germain-les-Arpajon,Ile-de-France,France,11577,16487
Norton,Ohio,United States,11576,27204
Ipaporanga,Ceara,Brazil,11575,15988
View Royal,British Columbia,Canada,11575,37364
Nazareth,Flanders,Belgium,11574,48403
Melle,Flanders,Belgium,11574,31048
Gopalapuram,Andhra Pradesh,India,11573,17093
Naigarhi,Madhya Pradesh,India,11572,93483
Jethuli,Bihar,India,11572,39196
Castenedolo,Lombardy,Italy,11572,32727
Bahadarpur,Madhya Pradesh,India,11571,52167
Pettaivayttalai,Tamil Nadu,India,11571,34884
Timahdit,Fes-Meknes,Morocco,11571,44607
Jidigunta,Andhra Pradesh,India,11570,83211
Okuizumo,Shimane,Japan,11570,54312
Jarabulus,Halab,Syria,11570,50769
Ban Mae Kham Lang Wat,Chiang Rai,Thailand,11569,19575
Villepreux,Ile-de-France,France,11568,45074
Caraguatay,Cordillera,Paraguay,11568,20664
Patterson,New York,United States,11568,90650
Covington,Louisiana,United States,11568,97060
Santa Cruz da Baixa Verde,Pernambuco,Brazil,11567,86695
Isola della Scala,Veneto,Italy,11567,23299
La Union,Sucre,Colombia,11566,38032
Pampas,Huancavelica,Peru,11566,51397
Nieuwpoort,Flanders,Belgium,11565,75991
Eijsden,Limburg,Netherlands,11565,65919
Landsmeer,Noord-Holland,Netherlands,11565,68447
Puerto Suarez,Santa Cruz,Bolivia,11564,75498
Mombris,Bavaria,Germany,11564,54572
Bou Adel,Fes-Meknes,Morocco,11564,80274
Weeze,North Rhine-Westphalia,Germany,11563,26775
Ghal Kalan,Punjab,India,11563,45389
Kushmanchi,Andhra Pradesh,India,11563,91254
Signal Hill,California,United States,11563,16176
Navarro,Buenos Aires,Argentina,11562,58263
Severnyy,Komi,Russia,11562,19112
Mossley,Tameside,United Kingdom,11561,97639
Kopervik,Rogaland,Norway,11561,37033
Yangiqo`rg`on,Namangan,Uzbekistan,11561,29984
Xiaoba,Guizhou,China,11560,41742
Ghinda'e,Semienawi Keyyih Bahri,Eritrea,11560,80044
Silves,Amazonas,Brazil,11559,49210
Sathmalpur,Bihar,India,11559,66806
Khandpara,Odisha,India,11559,69132
West Point,Utah,United States,11559,81752
Belgrave,Leicester,United Kingdom,11558,34269
Aracas,Bahia,Brazil,11557,75796
Holesov,Zlinsky Kraj,Czechia,11556,16833
Perches,Nord-Est,Haiti,11556,19527
Gulgam,Jammu and Kashmir,India,11556,15944
Norfolk,Massachusetts,United States,11556,32518
Cisneros,Antioquia,Colombia,11555,98795
Esperanza,Villa Clara,Cuba,11555,43102
Imouzzer Kandar,Fes-Meknes,Morocco,11555,17669
Crowley,Louisiana,United States,11554,35379
Leama,Bihar,India,11553,33712
Kundiawa,Chimbu,Papua New Guinea,11553,29191
Molteno,Eastern Cape,South Africa,11553,23259
Itainopolis,Piaui,Brazil,11551,47958
Perumbakkam,Tamil Nadu,India,11551,35516
Tadapurambakkam,Tamil Nadu,India,11551,45931
Esil,Aqmola,Kazakhstan,11551,84630
Espita,Yucatan,Mexico,11551,21624
Krosuru,Andhra Pradesh,India,11549,33872
Dabrowa Tarnowska,Maopolskie,Poland,11549,42791
Yvetot,Normandie,France,11548,14652
Broome,Western Australia,Australia,11547,45516
Carmo da Cachoeira,Minas Gerais,Brazil,11547,18095
Amelia,Umbria,Italy,11547,78893
Bugongi,Sheema,Uganda,11547,87632
Patera,Madhya Pradesh,India,11546,18095
Downpatrick,"Newry, Mourne and Down",United Kingdom,11545,86216
Ghambiraopet,Andhra Pradesh,India,11545,65124
Wells,Maine,United States,11544,38242
Wanstead,Redbridge,United Kingdom,11543,36333
Muroto-misakicho,Kochi,Japan,11543,23169
Roma,Texas,United States,11543,69222
Chennur,Andhra Pradesh,India,11542,97258
Khorramabad,Mazandaran,Iran,11542,28916
Den Chai,Phrae,Thailand,11542,48105
Chintalavadi,Tamil Nadu,India,11540,79309
Siran,Gumushane,Turkey,11539,58194
Labbaikkudikkadu,Tamil Nadu,India,11538,69422
Wellington,Colorado,United States,11538,65617
Onate,Basque Country,Spain,11537,31045
Dharmaram,Andhra Pradesh,India,11537,77593
Mangalkot,West Bengal,India,11537,27061
Kibungo,Eastern Province,Rwanda,11537,88674
Porto-Vecchio,Corsica,France,11536,45742
Port Morant,Saint Thomas,Jamaica,11536,34860
Beniel,Murcia,Spain,11535,91439
Pieve di Soligo,Veneto,Italy,11535,64800
Matca,Galati,Romania,11535,49212
Bytca,Zilina,Slovakia,11535,28224
Weinfelden,Thurgau,Switzerland,11534,77414
Lamosina,Fianarantsoa,Madagascar,11534,85338
Haradok,Vitsyebskaya Voblasts,Belarus,11533,38538
Nalwar,Karnataka,India,11533,99139
Ferney-Voltaire,Auvergne-Rhone-Alpes,France,11530,25037
Krapina,Krapinsko-Zagorska Zupanija,Croatia,11530,21690
Kantilo,Odisha,India,11530,20323
Mykhailivka,Zaporizka Oblast,Ukraine,11530,13314
Doda,Punjab,India,11529,56185
Saint Helena Bay,Western Cape,South Africa,11529,44146
Mit Damsis,Ad Daqahliyah,Egypt,11528,24356
Fourmies,Hauts-de-France,France,11528,86805
Sunkarevu,Andhra Pradesh,India,11528,15340
Bahagalpur,West Bengal,India,11528,54852
Ichhapur,Madhya Pradesh,India,11528,72550
Dzouz,Marrakech-Safi,Morocco,11527,52675
Moparipalaiyam,Tamil Nadu,India,11526,10392
Maniago,Friuli Venezia Giulia,Italy,11526,81007
Vohilava,Fianarantsoa,Madagascar,11526,60421
Nandipeta,Andhra Pradesh,India,11525,18137
Okpo,Bago,Burma,11525,23997
Quatipuru,Para,Brazil,11524,94970
Budha Theh,Punjab,India,11524,40278
Golet,Andhra Pradesh,India,11524,20397
Ekero,Stockholm,Sweden,11524,41530
Nidamangalam,Tamil Nadu,India,11523,58364
Campbellsville,Kentucky,United States,11523,14794
Sahri,Bihar,India,11522,99330
Ingurti,Andhra Pradesh,India,11522,92085
Epazoyucan,Hidalgo,Mexico,11522,81899
Ramena,Antsiranana,Madagascar,11521,18079
Calheta,Madeira,Portugal,11521,87568
Fort Morgan,Colorado,United States,11521,77041
Doddappanayakkanur,Tamil Nadu,India,11520,19448
Shahpur Baghauni,Bihar,India,11520,88776
Giffoni Valle Piana,Campania,Italy,11520,69606
Cholpon-Ata,Ysyk-Kol,Kyrgyzstan,11520,50177
Sarbogard,Fejer,Hungary,11518,42977
Jucati,Pernambuco,Brazil,11517,30177
Gorey,Wexford,Ireland,11517,63673
Olintla,Puebla,Mexico,11517,29431
Kundurpi,Andhra Pradesh,India,11516,77655
Raun,Bihar,India,11515,10177
Drawsko Pomorskie,Zachodniopomorskie,Poland,11515,20226
Blundellsands,Sefton,United Kingdom,11514,22231
Cachoeira Alta,Goias,Brazil,11513,59426
Desanagi,Karnataka,India,11513,89552
Mirik,West Bengal,India,11513,89670
Agareb,Sfax,Tunisia,11513,62147
San Carlos de Guaroa,Meta,Colombia,11512,24082
La Cumbre,Valle del Cauca,Colombia,11512,83311
Dolores,Abra,Philippines,11512,26175
Valdivia,Antioquia,Colombia,11511,24133
Al Qal`ah,Qina,Egypt,11511,72877
Brislington,"Bristol, City of",United Kingdom,11511,32427
Orchha,Madhya Pradesh,India,11511,67832
Hlaingbwe,Kayin State,Burma,11511,24837
Coronel Dorrego,Buenos Aires,Argentina,11510,20546
Belp,Bern,Switzerland,11510,20748
Doukombo,Mopti,Mali,11510,77089
Sagada,Mountain,Philippines,11510,70029
Nova Odesa,Mykolaivska Oblast,Ukraine,11510,35241
Kathu,Northern Cape,South Africa,11510,71445
Pakkam,Tamil Nadu,India,11509,12469
Piprahi,Bihar,India,11509,59067
San Lazaro,Concepcion,Paraguay,11509,11474
Dammartin-en-Goele,Ile-de-France,France,11508,58554
Zejtun,Zejtun,Malta,11508,41109
Cano Martin Pena,Puerto Rico,Puerto Rico,11508,32861
Sultanpur,Madhya Pradesh,India,11507,43105
Horodnia,Chernihivska Oblast,Ukraine,11506,67612
Xuan Trung,Phu Tho,Vietnam,11506,81500
Gillingham,Dorset,United Kingdom,11505,45596
Radnevo,Stara Zagora,Bulgaria,11504,82008
Plan-de-Cuques,Provence-Alpes-Cote dAzur,France,11504,95893
Arpajon,Ile-de-France,France,11503,98581
Slatina,Viroviticko-Podravska Zupanija,Croatia,11503,82100
Hang Tram,Hoa Binh,Vietnam,11503,11336
Lincolnton,North Carolina,United States,11503,53316
La Riviera,California,United States,11503,57917
Estiva,Minas Gerais,Brazil,11502,90717
Villefranche-de-Rouergue,Occitanie,France,11502,44435
Gospic,Licko-Senjska Zupanija,Croatia,11502,76748
Liman,Lnkran,Azerbaijan,11500,12768
Strombeek-Bever,Brussels-Capital Region,Belgium,11500,74077
Kaboua,Collines,Benin,11500,37634
Egelsbach,Hesse,Germany,11500,64928
Liubashivka,Odeska Oblast,Ukraine,11500,59596
Dang`ara,Fargona,Uzbekistan,11500,85125
'Ain Roua,Setif,Algeria,11499,63533
Le Haillan,Nouvelle-Aquitaine,France,11499,46444
Taviano,Puglia,Italy,11499,94230
Santa Isabel Cholula,Puebla,Mexico,11498,82621
Barhi,Bihar,India,11497,28211
Rabat,Rabat,Malta,11497,32669
Baruari,Bihar,India,11495,95139
Sonapur,Bihar,India,11494,64711
Kemigawa,Chiba,Japan,11494,98691
Kamalapuram,Andhra Pradesh,India,11493,80047
Loyalsock,Pennsylvania,United States,11493,93992
Kalampaka,Thessalia,Greece,11492,98690
Mercogliano,Campania,Italy,11492,65480
Oskaloosa,Iowa,United States,11492,94250
Sidi Amer El Hadi,Rabat-Sale-Kenitra,Morocco,11491,43453
Aginskoye,Zabaykalskiy Kray,Russia,11491,43452
Montmagny,Quebec,Canada,11491,57769
Guayabal,Tolima,Colombia,11490,18532
Ihumwa,Dodoma,Tanzania,11490,22891
Four Corners,Texas,United States,11490,73246
Woods Cross,Utah,United States,11490,43501
River Forest,Illinois,United States,11489,11496
Oxelosund,Sodermanland,Sweden,11488,25154
Mount Fletcher,Eastern Cape,South Africa,11488,86682
Salisbury,Pennsylvania,United States,11487,68475
Mexico,Missouri,United States,11487,15450
Sathiala,Punjab,India,11486,47403
Essex,Vermont,United States,11486,93652
Tinogasta,Catamarca,Argentina,11485,56791
San Gregorio di Catania,Sicilia,Italy,11485,37289
Moyamba,Southern,Sierra Leone,11485,65679
New Port Richey East,Florida,United States,11485,33109
Bank,Bihar,India,11484,53439
Revuca,Banska Bystrica,Slovakia,11484,34415
Altdorf,Bavaria,Germany,11483,93339
Pontiac,Illinois,United States,11483,20181
Fort Campbell North,Kentucky,United States,11483,80246
Peringottukurusshi,Kerala,India,11482,38395
Iconha,Espirito Santo,Brazil,11481,89036
Gaurihar Khaliqnagar,Bihar,India,11481,44209
Fatehpur Shahbaz,Bihar,India,11480,45158
Alto Alegre dos Parecis,Rondonia,Brazil,11479,76920
Asjen,Tanger-Tetouan-Al Hoceima,Morocco,11479,28540
Leon Valley,Texas,United States,11479,14396
Jamsaut,Bihar,India,11478,11391
Panapur Langa,Bihar,India,11478,66574
Alfonsine,Emilia-Romagna,Italy,11477,26652
Palestina,Sao Paulo,Brazil,11476,95837
Bek-Abad,Jalal-Abad,Kyrgyzstan,11476,19716
Raca,Raca,Serbia,11475,25568
Satyavedu,Andhra Pradesh,India,11474,18669
Kuriyama,Hokkaido,Japan,11474,79807
North Valley,New Mexico,United States,11474,59390
Gotzis,Vorarlberg,Austria,11473,90764
Kavaratti,Lakshadweep,India,11473,89792
Lebon Regis,Santa Catarina,Brazil,11472,33386
Vengikkal,Tamil Nadu,India,11472,34152
Poldasht,Azarbayjan-e Gharbi,Iran,11472,97803
Valea Adanca,Iasi,Romania,11472,88315
Farmington,Michigan,United States,11472,24434
Kings Mountain,North Carolina,United States,11472,39000
Pirangi,Sao Paulo,Brazil,11471,37973
Gonubie,Eastern Cape,South Africa,11471,47861
Kishanganj,Bihar,India,11470,16438
